clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0756,Calm,0.5821,Calm,0.65,Calm,0.6093,False,102.3,141.96,36.53,0.08458,0.04206,0.1741,20.0,"yeah, you are their cars and they're closing so i think our opportunity is gone. so for info, polipinto, ocon and lin vlad also stayed out. polipinto and ocon are in p2 and p3. and then lin's vlad is 2 in front of you and p6 we are p8. all the cars around you",49,0
clip_1232,Frustrated,0.9141,High Stress,0.75,Frustrated,0.5484,False,856.05,1939.12,771.78,0.08436,0.05348,0.2673,15.552,"tell me if you need it somewhere. yes, i don't know. i'm the cause and i can't pass. what the fuck did i do this? what a fucking idiot!",29,1
clip_0210,Calm,0.8392,Calm,0.65,Calm,0.7635,False,105.79,87.97,22.83,0.08717,0.04884,0.1597,20.0,"i'm going to push up philips philips, philips, philips philips philips the result is not the result is 1.3 philips let's see, but it could be clever thing to try to get over the technical",34,0
clip_0900,Calm,0.8917,Calm,0.65,Calm,0.795,False,124.13,58.16,12.55,0.07365,0.06645,0.163,5.056,"about half a second to him, point p6, p10 at the moment, berman 34.",11,0
clip_0446,Calm,0.7856,High Stress,0.7,High Stress,0.4713,False,107.79,169.03,36.43,0.08798,0.04707,0.172,20.0,"so, car behind me stayed out. conflict, so, or car behind me, george. just leave back on pace, that mixed me forward, so it was looking good there, kimmy. yeah, i mean, i was back for it a bit. just to shave the tyre. yeah, copy.",46,2
clip_0593,Frustrated,0.7435,Calm,0.65,Frustrated,0.4461,False,131.05,140.77,35.93,0.07501,0.04163,0.1754,20.0,"why? get up behind. okay, where?",6,1
clip_0919,Calm,0.4004,Calm,0.65,Frustrated,0.5003,False,120.02,122.82,35.3,0.07743,0.05424,0.1516,20.0,"drogma's looking good up to that point, still p8 with that one so yeah, that's not gonna be good enough. not good enough. yeah, alright. well, we'll work on it, yeah. so, have a think about balance first off, but you can control. how was it? do you need some more flap? oh no. oh, i lost the round there. done.",61,1
clip_1173,Calm,0.9613,Calm,0.65,Calm,0.8368,False,102.6,81.76,14.95,0.08274,0.05601,0.2085,20.0,down that back straight. and then you will have boost available on the restart. so in the reminder we're going to need mode race before the restart to keep an eye on your sock. and it's an la lead in the field now. let's make sure we're in mode race. right along to the car head at point four.,59,0
clip_1278,Frustrated,0.5829,High Stress,0.75,Frustrated,0.3497,False,266.28,937.44,120.25,0.06603,0.04365,0.1709,35.0,"red is his f ing guy, blight! for f ing break, man! what the f ? he's nearly a second clear, 0.9 up after two sectors, max verstappen box, box, box, box, box, box i cannot believe that he pulled out of what could have been the pole lap! what the f ? what the f ? the f are you guys saying? unbelievable, mate. i don't get it, what the f is this about? you've got a problem, change your f ing car! yeah, yeah, yeah, these tyres are already vibrating like a fast-bodied for 300 metres. we'll monitor those.",96,1
clip_0605,Calm,0.8628,High Stress,0.7,Calm,0.5177,False,119.92,155.49,37.22,0.08995,0.04311,0.1746,20.0,keep the gap if you can 1.3 you are doing very good job and we are quick and then charles everywhere you are opening the gap good job we have three lap car ahead good job on charles,37,0
clip_0750,Calm,0.8549,Calm,0.65,Calm,0.773,False,104.84,128.22,31.71,0.08892,0.04546,0.1933,20.0,"and that was target minus one, target minus one. and multi-function, blood position 10, multi-function, blood position 10. and we will go for four burnouts, four burnouts. and the last car is on the grid now. car in front of us is votos, behind is stroll. and special 3d",44,0
clip_0476,Calm,0.954,Calm,0.65,Calm,0.8324,False,112.88,135.5,31.57,0.07817,0.05212,0.1889,20.0,"gap at 8.7. if you get a slight of tires more than 12-13, just to get surface-temp balance, you're going to win them. red magic at turn 14. have 5.5 available. you want to slide the front a bit more. george at 36.1. as with blue flags, that bit of gap at 9.1.",46,0
clip_0516,Calm,0.8785,Calm,0.65,Calm,0.7871,False,129.07,104.79,25.75,0.08743,0.04831,0.2047,19.968,definitely on the lifting coast we need 30 meters more both places so a much more lifting coast because we're missing energy so get that harvesting done with big lifting coasts 6 and 11 let's try and get those last couple gear sinks okay so lynn black gas least still to go,49,0
clip_1206,Frustrated,0.8213,High Stress,0.7,Frustrated,0.4928,False,154.79,431.34,121.95,0.08931,0.04485,0.158,35.0,"4 and yourself 31.86 come on! stupid! stupid! it was a good recover from the fb3 and all the issues yeah but not good enough not good enough not good enough for me on my side not speaking about the car, the car was good i should have not been so aggressive tomorrow it's a race i am stupid i am stupid i'm a huge operator i'm stupid what the hell is that? ah, no!",72,1
clip_1159,Calm,0.9177,Calm,0.65,Calm,0.8106,False,95.34,49.42,10.49,0.03352,0.03816,0.1647,16.288,"the back temp has come down a couple degrees since we've been here and there's no major change to the wind. three minutes to go. two minutes to go. so final reminder, one singe is fired up, the plane is being on k2.",42,0
clip_0870,Calm,0.9211,High Stress,0.7,High Stress,0.5527,False,100.47,163.4,25.95,0.08788,0.04748,0.2016,20.0,"3.8. gap to gazzie is 3 seconds, good job. no more time management required. gap is stable at 3 seconds, he only took a 10-30, you lost gap to gazzie. gap to gazzie.",29,2
clip_1050,Calm,0.5778,Calm,0.65,Calm,0.6067,False,124.77,70.67,18.22,0.0523,0.04613,0.1873,8.096,"i cannot turn the car. yeah, it's going now. what do you think of flap?",16,0
clip_0844,Calm,0.9139,Calm,0.65,Calm,0.8083,False,90.62,66.16,13.02,0.08436,0.04474,0.1912,20.0,"yeah, creating reduced on all cars and especially the hard, as the ones who are looking quite good. copy. box, box. box. box should be racing cars on exit. hold it, hit lane. motorized.",34,0
clip_1216,Calm,0.6197,Calm,0.65,Calm,0.6318,False,84.34,63.58,19.44,0.06768,0.04457,0.1195,10.984,"i don't think i've pleased you. yeah, yeah, it's fucking good.",11,0
clip_1350,High Stress,0.5769,High Stress,0.7,High Stress,0.6262,False,172.23,152.54,39.56,0.0833,0.05513,0.1662,15.36,"and they still nearly hit me there. medium and tech florence on half, lap in 16, very close to each other fighting. whispernboglardar, guy. can this man wake up good enough? give me a good bloodlustardar. you're not answering the question, are you? that doesn't really matter, yes.",47,2
clip_0950,High Stress,0.8,Calm,0.65,High Stress,0.48,False,132.62,134.01,32.77,0.07987,0.05245,0.1519,20.0,"car and vsc windows open, safety car and vsc windows open, box, box, box, box. right, we're going half a turn down onto the hard tyre. happy with that? box, box, pick confirm, please. box, box, pick confirm. box, box, pick confirm. box, box, box, box. ok, mate. hard tyre, half a turn down. keep in line, we balance, mate.",60,2
clip_1243,Frustrated,0.4207,High Stress,0.75,High Stress,0.3,False,349.76,1974.16,438.47,0.08664,0.04255,0.1766,35.0,"or the moment when he just completely stopped caring about whatever they were telling him. my absolute favourite, hungry28. by then he was so fed up with the team that he just didn't give a damn about anything he just roasted his engineer left and right.",45,2
clip_1179,Calm,0.9174,High Stress,0.7,Calm,0.5505,False,106.85,211.93,25.25,0.06826,0.04908,0.213,20.0,"of derating, the gap is now 1.9 behind. good mate, you're doing a good job. for info, safety car window is open. alright, with the deployment, check was last last, that was a 40.5 alonzo behind him, doing 39.7. 30 laps remaining, 3-0, 30 laps.",39,0
clip_0813,High Stress,0.65,High Stress,0.7,High Stress,0.39,False,154.33,1936.22,318.17,0.06291,0.04061,0.1904,19.968,"five of boxing now this box is lost in three, lost in two someone on the half, box box yes the van has the wear bridge, will be ok we're good on timing we're in about four minutes in the garage and ollie, if you're happy with",47,2
clip_0626,Calm,0.9588,High Stress,0.7,Calm,0.5753,False,118.1,175.83,34.99,0.09049,0.0421,0.1864,20.0,"get some weaving in the back straight, position is very good. again, push last corner and you can go throttle as soon as you can, no need to wait. carjohn and irpm reminder, no one pushing behind. this is currently p6 liam.",41,0
clip_0937,High Stress,0.951,High Stress,0.7,High Stress,0.5706,False,111.0,150.81,31.91,0.06823,0.05065,0.1628,20.0,holy russell we've got the two red bulls finishing laps right now. i'll let you know where they are they just negative on the delta please on the way around just jar just behind us the staff and just behind us only russell,43,2
clip_1025,Calm,0.5825,High Stress,0.7,Calm,0.3495,False,133.97,248.58,68.53,0.07503,0.06566,0.1722,20.0,"george russell's moving ahead. it's a mercedes one to a boost available early press look will have overtake yeah, but 8.2 you're the fastest metal track george 36 to hello peter has pitted he's been",33,0
clip_1109,High Stress,0.5438,Calm,0.65,High Stress,0.3263,False,121.61,119.64,24.75,0.09147,0.04014,0.2009,20.0,"blue flags for russell. even in position there's a big gap behind him. that's good, he's gonna take valtteri. and valtteri has got the blue flags for russell as well now. and we will both have overtake now. sorry.",40,2
clip_0619,Calm,0.9619,Calm,0.65,Calm,0.8371,False,136.54,86.06,22.92,0.07572,0.06422,0.163,2.272,we are three minutes to green.,6,0
clip_1347,High Stress,0.8647,Frustrated,0.6,High Stress,0.5188,False,459.74,1968.01,470.83,0.04687,0.04166,0.1861,34.968,i came back to you after that last time 30.8 i will not just tell you for i don't want you i'm not a team worker so i'm gonna say this one with you bro what the heck you tripping bro you tripping in china i go out of the way when you're on the different shoulders i understood we swapped the cars this saturday have a tea break while you're at it oh my god what the fuck,79,2
clip_0048,Calm,0.9336,High Stress,0.7,Calm,0.5602,False,134.12,181.73,54.98,0.08791,0.04739,0.1712,20.0,"i'm today with 4th looking from 6th nothing around it same for the other car what was the flap of it? flaps okay, i'm happy to leave it like this copy box, box i'm in turn pushing 4th box, box i'm in turn pushing 4.5th box, box watch for",45,0
clip_0372,Calm,0.9247,Calm,0.65,Calm,0.8148,False,106.06,108.2,27.1,0.04792,0.04461,0.175,20.0,2 minutes 75 seconds fire up 1 minute 45 seconds 5.5 25 seconds 15 seconds we do normal pull away,13,0
clip_1252,Frustrated,0.817,High Stress,0.75,Frustrated,0.4902,False,207.34,368.56,91.79,0.09089,0.04167,0.1692,35.0,"roast in his own team, and proven once again just how clueless they were. disrespectful towards his own team, too honest, call it whatever you want. that's how he ended up getting his first f1 win. once again leaving ferrari looking silly. because sure, one thing is disrespect in your own team, however you want to labour them. but going against your own teammate, yeah, it doesn't get much worse than that. awkward doesn't even begin to cover it. and that's exactly what we got with vettel and weber at red bull. turkey twi-",92,1
clip_0081,Calm,0.8958,High Stress,0.7,Calm,0.5375,False,112.38,193.91,51.93,0.08601,0.05038,0.1556,20.0,"after that, we start off, put the one, put the second, put the third, put the third in the head, and we are set to be on. listen, it's very good. off, set zero, and we're leaving second half of the train, to put up in the last corner, but keep the pace of the corner.",56,0
clip_0105,Calm,0.8955,High Stress,0.7,High Stress,0.5373,False,129.75,207.48,46.38,0.08721,0.04869,0.1549,20.0,"probably, alpha 10 to 10, exit at 13. camber 4, exit at 26, focus on driving, camber 3. and 11 seconds here, camber pushing 2. and 1, then camber, go 1000, sink, closer pushing 5.",24,2
clip_0232,Calm,0.7004,Calm,0.65,Calm,0.6803,False,117.71,120.03,32.6,0.07819,0.0452,0.1895,20.0,6.6 ahead russell 10 hamilton 5 behind same wind and track temp update me of gaffin russell russell 11.9 and gaffin holt of russell,20,0
clip_0012,Calm,0.5063,Calm,0.65,Calm,0.5638,False,110.58,76.93,23.57,0.07359,0.04924,0.1776,20.0,"just coming up on the flat there's less than a couple of tools gonna come up on one and a half hey what steady on the way out level four fleet, level four fleet go switch to out, go switch to out that's just a cheap",47,0
clip_0311,Calm,0.7559,Calm,0.65,Calm,0.7135,False,92.39,44.21,19.11,0.09182,0.03856,0.1833,5.632,a bit of damage in the race there so did a good job to get on the back end just in quite having up today.,25,0
clip_0853,Calm,0.8774,Calm,0.65,Calm,0.7864,False,101.45,144.46,22.63,0.09246,0.03777,0.2068,20.0,"how's the balance, can we help anywhere? ok, ollie, this one has been told not to attack. good job, ollie, mode race, mode race. ok, p6, good job. ok, ollie, p5, p5.",29,0
clip_0468,Calm,0.8242,High Stress,0.7,Calm,0.4945,False,145.8,505.02,114.61,0.08698,0.04916,0.1923,20.0,on tires. so maybe debris where you are now. george 358. george entry turn 16. also mid-speed turn 8. george 361.,16,0
clip_0369,Calm,0.8897,Calm,0.65,Calm,0.7938,False,108.79,121.74,31.31,0.05986,0.05716,0.1415,19.872,"yeah. and five minutes to formation lap. and time for, as you know, two mclaren mclartens are starting from the pit lane there back in the garage, both cars. and then, people around you are on new medium tyre. the first car on soft tyre is p8 for stapin.",48,0
clip_0350,Calm,0.8603,Calm,0.65,Calm,0.7762,False,110.39,8.14,2.04,0.06146,0.04922,0.1746,5.088,"okay, so we will restart the engine, got lewis on the exit.",12,0
clip_0037,Calm,0.7184,High Stress,0.7,High Stress,0.431,False,148.3,199.85,60.08,0.08338,0.05345,0.1539,20.0,"weaving everywhere, happy weaving up to 26. every point changes, but easier power. i have no budget for pera. understood, i keep your postage. porto leto ten red, possibly be developed. b1 is all five. charge off, keep up the weaving.",39,2
clip_0894,Calm,0.9034,Calm,0.65,Calm,0.802,False,107.39,124.77,28.21,0.08311,0.05311,0.1631,20.0,"we're leaving down to 14. back to 1.5. one second. big gap behind it. two cars are going front. just hamilton's going front now. six seconds. so, heart throttle. look for the red lights. strat 2 when you're ready.",36,0
clip_0436,Calm,0.9426,High Stress,0.7,Calm,0.5655,False,122.3,215.48,47.03,0.05125,0.03835,0.178,20.0,"yes, just the bolero issue then on the grid. so yeah, all good. just for information, both mclaren's are now off the grid. so yeah, nice to make it, but the miastry's been removed, so those two cars starting pit lane. so energy looks good. good on energy, so happy for me, the boy. very fun. confirming fine.",58,0
clip_0999,High Stress,0.3673,High Stress,0.7,High Stress,0.5004,False,113.92,215.0,58.89,0.05306,0.0514,0.1296,20.0,"off the road goes lance troll, the aston martin coming to a halt in the first",16,2
clip_0627,Calm,0.9081,High Stress,0.7,Calm,0.5449,False,119.18,174.75,40.5,0.0908,0.04158,0.1539,20.0,i will go for double cooldown game. keep the weaving in the two cooldowns for the front tires. first car pushing is ocon 9 behind. arvid wider apex turn 2 is finding some lap time in 123.,34,0
clip_0821,Calm,0.8274,Calm,0.65,Calm,0.7565,False,96.61,109.45,15.03,0.0897,0.04397,0.1699,20.0,just do your out lap so 70 kph through here since on the move 220 turn 7 ok it's cleared 100 kph in turn 9 350 end of strip 411 all clear behind 80 kph in turn 11,29,0
